N;Názov Online Kurzu;"Cena Po Zľave";"Normálna Cena";Kategória;Popis
332;Online kurz Vedenie Ľudí a Teambuilding;215;265,99;Manažérske Kurzy;Online kurz Vedenie Ľudí a Teambuilding je pre teba to pravé, ak chceš ovládnuť manažérske techniky vedenia ľudí. Naučíme ťa rôzne systémové, aplikačné a metodické aspekty vedenia a motivovania ľudí. Už ako začiatočník budeš vedieť používať manažérske techniky, a to dokonca aj v medzinárodnom prostredí. Naučíme ťa spôsoby znižovania nákladov a riadenia projektov. Po absolvovaní kurzu Vedenie Ľudí a Teambuilding zvládneš vedenie tímu zamestnancov k tým najlepším výkonom na jednotku.
333;Online kurz Visual Basic .NET I. Začiatočník;67;88,4;Programovacie Jazyky;Online kurz Visual Basic .NET I. Začiatočník je moderný objektovo orientovaný programovací jazyk implementovaný na platforme .NET. Predstavuje evolúciu klasického jazyka Visual Basic. Umožňuje vytvárať efektívne programy spustiteľné na platformách akými sú napríklad Windows, Linux alebo Mac OS. Online kurz Visual Basic .NET je pre teba vhodný, ak sa chceš naučiť programovať vo Visual Basic. Zvládneš využívať rôzne ovládacie prvky ako tlačidlá, zaškrtávacie a prepínacie políčka či časovače. Vytvárať vlastné moduly a procedúry, odhaľovať chyby a ladiť vlastné aplikácie, bude pre teba hračkou.
334;Online kurz Visual Basic .NET II. Mierne Pokročilý;89;117;Programovacie Jazyky;Online kurz Visual Basic .NET II. Mierne Pokročilý ťa naučí moderné objektovo orientované programovanie na platforme .NET. Osvojíš si efektívne vytváranie programom spustiteľných na platformách akými sú napríklad Windows ale aj Linux a Mac OS. Osvojíš si navrhovanie používateľských formulárov s rôznymi ovládacími prvkami a vlastnosťami. Ozrejmíme ti jednotlivé typy ovládacích prvkov. Ako absolvent online kurzu Visual Basic zvládneš tvoriť vlastné GUI aplikácie.
335;Online kurz VMware vSphere I. Začiatočník;196;268,91;Administrácia IT;Online kurz VMware vSphere I. Začiatočník ťa naučí ako využiť VMware vSphere, jednu z najspoľahlivejších platforiem v oblasti virtualizácie dátových centier. Na kurze VMware vSphere I. Začiatočník sa v úvode dozvieš všetko potrebné o plánovaní a inštalácii prostredia ESXi a konfigurácii servera vCenter Server.
336;Online kurz Vývoj Aplikácií Java;185;241,80;Programovacie Jazyky;Online kurz Vývoj aplikácii s Viacvrstvovou architektúrou ťa naučí vytvárať zaujímavé aplikácie v jazyku Java. Java je jedným s najpoužívanejších jazykov v súčasnosti. Osvojíš si prácu s repozitárom a efektívne písanie kódu.
337;Online kurz Vývoj Aplikácii s Viacvrstvovou Architektúrou;164;216;Programovacie Jazyky;Online kurz Vývoj aplikácii s Viacvrstvovou architektúrou ťa naučí vytvárať zaujímavé aplikácie v jazyku Java. Java je jedným s najpoužívanejších jazykov v súčasnosti. Osvojíš si pokročilé metódy vývoja aplikácií s Viacvrstvovou architektúrou. Získaš prehľad o platforme Java (Java Standard Edition), jej architektúre, štruktúre a vlastnostiach. Nadobudneš zručnosti vo využívaní vybraných rozhraní a rozširujúcich knižníc platformy Java (Standard Edition).
338;Online kurz Web Audit a Zlepšovanie Webu;119;165,2;Marketing, Reklama a Právo;Online kurz Web Audit a Zlepšovanie Webu je pre teba vhodný, ak sa chceš dozvedieť o prehľade dodržiavania povinných štandardov prístupnosti webových stránok. Naučíš sa dodržiavania povinných štandardov prístupnosti webových stránok, audit prístupnosti webových sídiel a ako využiješ špeciálne nástroje. Uvedieme ťa na technickú a obsahovú časť webovej stránky, ktorú dôkladne rozanalyzuješ.
339;Online kurz Windows I. Začiatočník;44;58,5;Operačné Systémy;Online kurz Microsoft Windows 7 I. Začiatočník je vhodný pre začiatočníkov v operačnom systéme Microsoft Windows 7. Na kurze Windows 7 ťa naučíme základné a aj pokročilé funkcie, ako používať nápovedu a odbornú pomoc, motívu a zobrazenia. Ukážeme ti, ako si urobiť poriadok v používateľskom rozhraní, pomocou trikov s oknami.
340;Online kurz Windows II. Mierne Pokročilý;56;74,1;Operačné Systémy;Online kurz Microsoft Windows 7 II. Mierne Pokročilý je vhodný pre používateľov, ktorí už majú základné skúsenosti s operačným systémom Windows 7 alebo absolvovali kurz Windows 7 I. Naučíš sa spravovať programy a pracovať v internetovom prehliadači Internet Explorer 9, prispôsobiť si ho a nastaviť si zabezpečenie a súkromie, pracovať s informačnými kanálmi RSS a oblasťami Web Slice. Absolventovi kurzu Windows 7 II. Mierne Pokročilý už nebude robiť problém práca s programami a službami Windows Live, správa programov, ich inštalácia či odoberanie.
341;Online kurz Windows III. Pokročilý;61;80,6;Operačné Systémy;Online kurz Microsoft Windows 7 III. Pokročilý je vhodný pre používateľov, ktorí už majú skúsenosti so systémom Windows 7 alebo absolvovali kurz Microsoft Windows 7 II. Absolventovi kurzu Microsoft Windows 7 III. Pokročilý už nebude robiť problém pokročilá práca so súbormi, dátami, informáciami, či multimediálnym obsahom v prostredí Microsoft Windows 7.
342;Online kurz WordPress I. Začiatočník;84;110,5;Tvorba Web Stránok;Online kurz WordPress pre začiatočníkov je vhodný, ak máš minimálne skúsenosti s tvorbou web stránok, alebo s CMS systémom WordPress. Počas kurzu ťa prevedieme inštaláciou a konfiguráciou systému. Osvojíš si základné nastavenia systému, budeš vedieť, aké môžeš použiť značky v adresách odkazov, či ako mať rovnaký názov v URL a názve príspevku. Po absolvovaní kurzu si budeš vedieť upravovať vzhľad celej webovej stránky. Naučíme ťa postup pri vytváraní vlastnej šablóny a vlastného dizajnu.
343;Online kurz XML I. Začiatočník;95;124,8;Tvorba Web Stránok;Online kurz XML je pre teba vhodný, ak si programátor, analytik alebo marketér, ktorý pracuje s technológiou XML. Na online kurze XML sa naučíš základy jazyka, jeho štruktúra, ale aj s základy validácie dát. Oboznámiš sa s emmet technikou pre generovanie XML, naučíš sa používať DTD a entity. Zistíš ako funguje kompresia XML dát, dostaneš návody pre návrh XML štruktúr a zoznámiš sa s praktickým využitím XML. Ako absolvent online kurzu XML získaš dôležité znalosti z oblasti XML dokumentov.
344;Online kurz XML II. XML Schema;134,2;176,8;Tvorba Web Stránok;Online kurz XML II. XML Schema je určený všetkým, ktorý sa chcú zoznámiť s použitím a vytváraním schém XSD pre XML dokumenty. Význam a využitie schém vzhľadom k rozvoju webových služieb neustále rastie. Na online kurz XML Schema sa naučíš využívať hotové schémy a vytvárať vlastné, vrátane zložitých podmienok pre overenie správnosti obsahu XML dokumentov.
345;Online kurz XML Schema;112,9;132,6;Tvorba Web Stránok;Online kurz XML Schema je určený všetkým, ktorý sa chcú zoznámiť s použitím a vytváraním schém XSD pre XML dokumenty. Význam a využitie schém vzhľadom k rozvoju webových služieb neustále rastie. Na online kurz XML Schema sa naučíš využívať hotové schémy a vytvárať vlastné, vrátane zložitých podmienok pre overenie správnosti obsahu XML dokumentov.
346;Online kurz YouTube Marketing I. Začiatočník;56;74,80;Marketing, Reklama a Právo;Online kurz YouTube Marketing I. Začiatočník je pre teba ideálnym štartom, ak sa chceš naučiť úspešne sa prezentovať na YouTube. Naučíme ťa vytvoriť vlastný kanál a získavať fanúšikov. Zvládneš túto službu prepojiť s ostatnými sociálnymi sieťami a efektívne prezentovať svoje videá.
347;Online kurz Základy IT Bezpečnosti;49;64,00;Administrácia IT;Online kurz Základy IT Bezpečnosti ťa zasvätí do základov IT bezpečnosti, zoznámime ťa s rizikami a ako sa im vyhnúť. Ukážeme si vytvorenie silného hesla, taktiež prečo si heslá neukladať v prehliadači. Ako si zabezpečiť účty, odhaľovať Fake profily a identity. Preberieme si hackerské techniky,  ako je pre útočníkov jednoduché ich použiť a ty sa naučíš, ako sa im brániť.
348;Online kurz Základy Jazyka Python;98;126,9;Programovacie Jazyky;Online kurz Základy Jazyka Python je určený pre tých, ktorí máju záujem naučiť sa základy programovania, algoritmizácie. Online kurz je určený pre začiatočníkov, ktorých láka svet IT, ale aj pre tých, ktorí už nejaké skúsenosti majú. Ako absolvent online kurzu Základy Jazyka Python budeš poznať základné princípy programovania, samostatne tvoriť jednoduché aplikácie v jazyku Python a hlavne ako uvažovať pri programovaní a vytvárať vlastné algoritmy.
349;Online kurz Zber a Správa Požiadaviek na Vývoj SW;154;201,5;Programovacie Jazyky;Online kurz Zber a Správa Požiadaviek na Vývoj SW slúži ako príprava na medzinárodne uznávanú certifikačnú skúšku CPRE-FL (Certified Professional for Requirements Engineering – Foundation Level), ktorá je pod záštitou organizácie IREB. Pre úspešné dokončenie nielen softwarových projektov, je kľúčové správne pochopenie očakávaní a požiadaviek zákazníka. Kurz ti pomôže do tvojich projektov zaviesť nové alebo vylepšiť metódy a procesy v oblasti zberu a riadenia požiadaviek zákazníka.
350;Ročné predplatné kategórie Administrácia IT;199,99;599;Administrácia IT;Ročné predplatné kategórie Administrácia IT obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Administrácia IT má príjemnú zľavu. Ideálny balík, ak sa chcete stať administrátorom.
351;Ročné predplatné kategórie Databázy a Analytika;199,99;599;Databázy a Analytika;Ročné predplatné kategórie Databázy a Analytika obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Databázy a Analytika má príjemnú zľavu. Ideálny balík, ak sa chcete naučiť vytvárať a spracovávať najpoužívanejšie druhy databázových systémov.
352;Ročné predplatné kategórie Grafika a dizajn;199,99;599;Grafika a Dizajn;Ročné predplatné kategórie Grafika a dizajn obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Grafika a dizajn má príjemnú zľavu. Ideálny balík, ak sa chcete stať grafikom a dizajnérom. 
353;Ročné predplatné kategórie Kancelárske balíky;199,99;599;Kancelárske Balíky;Ročné predplatné kategórie Kancelárske balíky obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Kancelárske balíky má príjemnú zľavu. Ideálny balík, ak chcete ušetriť čas pri každodennej administratívnej práci.
354;Ročné predplatné kategórie Manažérske kurzy;299,99;599;Manažérske Kurzy;Ročné predplatné kategórie Manažérske kurzy obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Manažérske kurzy má príjemnú zľavu. Ideálny balík, ak sa chcete naučiť manažérske techniky, vedenie ľudí, ako aj personalistiku.
355;Ročné predplatné kategórie Marketing, reklama a právo;199,99;599;Marketing, Reklama a Právo;Ročné predplatné kategórie Marketing, reklama a právo obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Marketing, reklama a právo má príjemnú zľavu. Ideálny balík, ak sa chcete stať online marketingový poradca, copywriter alebo SEO odborník.
356;Ročné predplatné kategórie Operačné systémy;199,99;599;Operačné Systémy;Ročné predplatné kategórie Operačné systémy obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Operačné systémy má príjemnú zľavu. Ideálny balík, ak sa chcete naučiť programovať v skriptovacích jazykoch Bash a Cshell a nakonfigurovať poštový server.
357;Ročné predplatné kategórie Programovacie jazyky;299,99;599;Programovacie Jazyky;Ročné predplatné kategórie Programovacie jazyky obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Programovacie jazyky má príjemnú zľavu. Ideálny balík, ak sa chcete stať programátorom.
358;Ročné predplatné kategórie SAP a ABAP;299,99;599;SAP a ABAP;Ročné predplatné kategórie SAP a ABAP obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík SAP a ABAP má príjemnú zľavu. Ideálny balík, ak sa chcete naučiť zefektívňovať obchodné operácie a organizačné procesy v prostredí SAP a ABAP.
359;Ročné predplatné kategórie Tvorba web stránok;199;599;Tvorba Web Stránok;Ročné predplatné kategórie Tvorba web stránok obsahuje balík všetkých online kurzov tejto kategórie vrátane pripravovaných kurzov po dobu 12 mesiacov. Zvýhodnený balík Tvorba web stránok má príjemnú zľavu. Ideálny balík, ak sa chcete stať webmaster.
360;Ročné predplatné na všetky kurzy;399,99;2299,99;Balíky Kurzov a Predplatné;
361;Ročné predplatné pre 1 licenciu;399;399;Balíky Kurzov a Predplatné;Ročné predplatné pre 1 licenciu (1 používateľa) na všetky naše online kurzy (370+ online kurzov) na VITA.sk
362;Ročné predplatné pre 10 licencií;3112;3112;Balíky Kurzov a Predplatné;
363;Ročné predplatné pre 100+ licencií;39900;39900;Balíky Kurzov a Predplatné;
364;Ročné predplatné pre 11 licencií;3423;3423;Balíky Kurzov a Predplatné;
365;Ročné predplatné pre 12 licencií;3734;3734;Balíky Kurzov a Predplatné;
366;Ročné predplatné pre 13 licencií;4045;4045;Balíky Kurzov a Predplatné;
367;Ročné predplatné pre 14 licencií;4357;4357;Balíky Kurzov a Predplatné;
368;Ročné predplatné pre 15 licencií;4668;4668;Balíky Kurzov a Predplatné;
369;Ročné predplatné pre 16 licencií;4979;4979;Balíky Kurzov a Predplatné;
370;Ročné predplatné pre 17 licencií;5290;5290;Balíky Kurzov a Predplatné;
371;Ročné predplatné pre 18 licencií;5600;5600;Balíky Kurzov a Predplatné;
372;Ročné predplatné pre 19 licencií;5913;5913;Balíky Kurzov a Predplatné;
373;Ročné predplatné pre 2 licencie;798;798;Balíky Kurzov a Predplatné;
